0, 1635068749412230, 1635068749412472, 242
1, 1635068749428022, 1635068749428121, 99
2, 1635068749442100, 1635068749442167, 67
3, 1635068749456220, 1635068749456287, 67
4, 1635068749473537, 1635068749473605, 68
5, 1635068749487413, 1635068749487477, 64
6, 1635068749501338, 1635068749501402, 64
7, 1635068749515320, 1635068749515529, 209
8, 1635068749529419, 1635068749529627, 208
9, 1635068749543583, 1635068749543792, 209
10, 1635068749559987, 1635068749560201, 214
11, 1635068749573872, 1635068749574080, 208
12, 1635068749587806, 1635068749588015, 209
13, 1635068749601828, 1635068749602036, 208
14, 1635068749615875, 1635068749616082, 207
15, 1635068749629978, 1635068749630184, 206
16, 1635068749644166, 1635068749644371, 205
17, 1635068749660465, 1635068749660671, 206
18, 1635068749674352, 1635068749674560, 208
19, 1635068749688327, 1635068749688535, 208
20, 1635068749702330, 1635068749702536, 206
21, 1635068749716387, 1635068749716594, 207
22, 1635068749730559, 1635068749730765, 206
23, 1635068749744731, 1635068749744872, 141
24, 1635068749762094, 1635068749762237, 143
25, 1635068749775982, 1635068749776122, 140
26, 1635068749789894, 1635068749790035, 141
27, 1635068749803859, 1635068749803999, 140
28, 1635068749817914, 1635068749818055, 141
29, 1635068749832002, 1635068749832142, 140
30, 1635068749848316, 1635068749848456, 140
31, 1635068749862166, 1635068749862308, 142
32, 1635068749876046, 1635068749876188, 142
33, 1635068749889982, 1635068749890125, 143
34, 1635068749903998, 1635068749904141, 143
35, 1635068749918073, 1635068749918213, 140
36, 1635068749932178, 1635068749932319, 141
37, 1635068749948451, 1635068749948592, 141
38, 1635068749962288, 1635068749962429, 141
39, 1635068749976179, 1635068749976319, 140
40, 1635068749990189, 1635068749990329, 140
41, 1635068750004268, 1635068750004412, 144
42, 1635068750018388, 1635068750018529, 141
43, 1635068750032581, 1635068750032786, 205
44, 1635068750050045, 1635068750050249, 204
45, 1635068750064001, 1635068750064207, 206
46, 1635068750078045, 1635068750078250, 205
47, 1635068750092113, 1635068750092317, 204
48, 1635068750106238, 1635068750106440, 202
49, 1635068750277423, 1635068750277606, 183
50, 1635068750299734, 1635068750299876, 142
51, 1635068750319754, 1635068750319896, 142
52, 1635068750339416, 1635068750339556, 140
53, 1635068750358930, 1635068750359071, 141
54, 1635068750378724, 1635068750378865, 141
55, 1635068750398490, 1635068750398669, 179
56, 1635068750418463, 1635068750418613, 150
57, 1635068750440462, 1635068750440606, 144
58, 1635068750460088, 1635068750460231, 143
59, 1635068750479655, 1635068750479798, 143
60, 1635068750499497, 1635068750499638, 141
61, 1635068750519190, 1635068750519343, 153
62, 1635068750538980, 1635068750539043, 63
63, 1635068750558893, 1635068750558956, 63
64, 1635068750582032, 1635068750582095, 63
65, 1635068750601482, 1635068750601544, 62
66, 1635068750620932, 1635068750620994, 62
67, 1635068750640393, 1635068750640455, 62
68, 1635068750660004, 1635068750660067, 63
69, 1635068750679620, 1635068750679685, 65
70, 1635068750701612, 1635068750701675, 63
71, 1635068750720991, 1635068750721054, 63
72, 1635068750740497, 1635068750740560, 63
73, 1635068750759922, 1635068750759984, 62
74, 1635068750779320, 1635068750779384, 64
75, 1635068750798844, 1635068750798906, 62
76, 1635068750818417, 1635068750818480, 63
77, 1635068750840073, 1635068750840135, 62
78, 1635068750859320, 1635068750859383, 63
79, 1635068750878662, 1635068750878724, 62
80, 1635068750898107, 1635068750898171, 64
81, 1635068750917584, 1635068750917647, 63
82, 1635068750937073, 1635068750937136, 63
83, 1635068750956773, 1635068750956836, 63
84, 1635068750979668, 1635068750979730, 62
85, 1635068750998997, 1635068750999202, 205
86, 1635068751018382, 1635068751018588, 206
87, 1635068751037938, 1635068751038145, 207
88, 1635068751057508, 1635068751057714, 206
89, 1635068751077084, 1635068751077224, 140
90, 1635068751093235, 1635068751093377, 142
91, 1635068751111555, 1635068751111695, 140
92, 1635068751127495, 1635068751127635, 140
93, 1635068751143541, 1635068751143712, 171
94, 1635068751171182, 1635068751171340, 158
95, 1635068751197581, 1635068751197725, 144
96, 1635068751221198, 1635068751221339, 141
97, 1635068751240385, 1635068751240527, 142
98, 1635068751259545, 1635068751259685, 140
99, 1635068751278811, 1635068751278873, 62
