0, 1635070196655825, 1635070196655902, 77
1, 1635070196665805, 1635070196669776, 3971
2, 1635070196675804, 1635070196679015, 3211
3, 1635070196685804, 1635070196687447, 1643
4, 1635070196695804, 1635070196697603, 1799
5, 1635070196705804, 1635070196707407, 1603
6, 1635070196715809, 1635070196715830, 21
7, 1635070196725805, 1635070196725825, 20
8, 1635070196735806, 1635070196740377, 4571
9, 1635070196745804, 1635070196750415, 4611
10, 1635070196755805, 1635070196758239, 2434
11, 1635070196765804, 1635070196766604, 800
12, 1635070196775803, 1635070196776230, 427
13, 1635070196785805, 1635070196785824, 19
14, 1635070196795805, 1635070196795823, 18
15, 1635070196805804, 1635070196805830, 26
16, 1635070196815804, 1635070196815869, 65
17, 1635070196825804, 1635070196826038, 234
18, 1635070196835803, 1635070196838200, 2397
19, 1635070196845804, 1635070196846443, 639
20, 1635070196855804, 1635070196858603, 2799
21, 1635070196865804, 1635070196865819, 15
22, 1635070196875803, 1635070196875824, 21
23, 1635070196885804, 1635070196885968, 164
24, 1635070196895803, 1635070196895820, 17
25, 1635070196905803, 1635070196905917, 114
26, 1635070196915805, 1635070196915865, 60
27, 1635070196925804, 1635070196925865, 61
28, 1635070196935803, 1635070196935896, 93
29, 1635070196945808, 1635070196945882, 74
30, 1635070196955804, 1635070196958063, 2259
31, 1635070196965803, 1635070196965820, 17
32, 1635070196975803, 1635070196978438, 2635
33, 1635070196985803, 1635070196987257, 1454
34, 1635070196995804, 1635070196998218, 2414
35, 1635070197005803, 1635070197005820, 17
36, 1635070197015803, 1635070197015821, 18
37, 1635070197025803, 1635070197026050, 247
38, 1635070197035804, 1635070197035823, 19
39, 1635070197045803, 1635070197045823, 20
40, 1635070197055804, 1635070197058260, 2456
41, 1635070197065804, 1635070197066451, 647
42, 1635070197075803, 1635070197075822, 19
43, 1635070197085803, 1635070197085820, 17
44, 1635070197095804, 1635070197098570, 2766
45, 1635070197105803, 1635070197106232, 429
46, 1635070197115803, 1635070197118524, 2721
47, 1635070197125804, 1635070197125822, 18
48, 1635070197135804, 1635070197136009, 205
49, 1635070197145803, 1635070197146611, 808
50, 1635070197155803, 1635070197156945, 1142
51, 1635070197165803, 1635070197166045, 242
52, 1635070197175803, 1635070197175820, 17
53, 1635070197185804, 1635070197185867, 63
54, 1635070197195803, 1635070197195818, 15
55, 1635070197205803, 1635070197205861, 58
56, 1635070197215803, 1635070197216801, 998
57, 1635070197225803, 1635070197226135, 332
58, 1635070197235803, 1635070197235820, 17
59, 1635070197245803, 1635070197245821, 18
60, 1635070197255804, 1635070197258538, 2734
61, 1635070197265803, 1635070197265822, 19
62, 1635070197275804, 1635070197276118, 314
63, 1635070197285803, 1635070197286490, 687
64, 1635070197295803, 1635070197296902, 1099
65, 1635070197305804, 1635070197310493, 4689
66, 1635070197315803, 1635070197316985, 1182
67, 1635070197325804, 1635070197326002, 198
68, 1635070197335804, 1635070197335936, 132
69, 1635070197345803, 1635070197346674, 871
70, 1635070197355803, 1635070197356064, 261
71, 1635070197365803, 1635070197365824, 21
72, 1635070197375805, 1635070197375822, 17
73, 1635070197385804, 1635070197386508, 704
74, 1635070197395804, 1635070197398650, 2846
75, 1635070197405803, 1635070197406295, 492
76, 1635070197415804, 1635070197418218, 2414
77, 1635070197425805, 1635070197425866, 61
78, 1635070197435805, 1635070197435865, 60
79, 1635070197445805, 1635070197445866, 61
80, 1635070197455805, 1635070197455865, 60
81, 1635070197465805, 1635070197465866, 61
82, 1635070197475805, 1635070197475867, 62
83, 1635070197485805, 1635070197485865, 60
84, 1635070197495805, 1635070197495866, 61
85, 1635070197505804, 1635070197505865, 61
86, 1635070197515805, 1635070197515867, 62
87, 1635070197525805, 1635070197525865, 60
88, 1635070197535805, 1635070197535866, 61
89, 1635070197545805, 1635070197545865, 60
90, 1635070197555805, 1635070197555865, 60
91, 1635070197565805, 1635070197565865, 60
92, 1635070197575805, 1635070197575865, 60
93, 1635070197585805, 1635070197585866, 61
94, 1635070197595802, 1635070197600020, 4218
95, 1635070197605806, 1635070197615567, 9761
96, 1635070197615805, 1635070197625145, 9340
97, 1635070197625807, 1635070197636019, 10212
98, 1635070197635803, 1635070197645084, 9281
99, 1635070197645807, 1635070197655547, 9740
100, 1635070197655806, 1635070197665404, 9598
101, 1635070197665806, 1635070197675744, 9938
102, 1635070197675819, 1635070197685126, 9307
103, 1635070197685804, 1635070197695414, 9610
104, 1635070197695806, 1635070197705331, 9525
105, 1635070197705805, 1635070197716089, 10284
106, 1635070197715802, 1635070197725534, 9732
107, 1635070197725805, 1635070197734647, 8842
108, 1635070197735805, 1635070197744573, 8768
