0, 1635070083003696, 1635070083003696
1, 1635070083022952, 19256
2, 1635070083038162, 15210
3, 1635070083053063, 14901
4, 1635070083068826, 15763
5, 1635070083083783, 14957
6, 1635070083098798, 15015
7, 1635070083113821, 15023
8, 1635070083129730, 15909
9, 1635070083144824, 15094
10, 1635070083163096, 18272
11, 1635070083177920, 14824
12, 1635070083192751, 14831
13, 1635070083207651, 14900
14, 1635070083222584, 14933
15, 1635070083237554, 14970
16, 1635070083252538, 14984
17, 1635070083268409, 15871
18, 1635070083283537, 15128
19, 1635070083299486, 15949
20, 1635070083317843, 18357
21, 1635070083332727, 14884
22, 1635070083347679, 14952
23, 1635070083362637, 14958
24, 1635070083378501, 15864
25, 1635070083394278, 15777
26, 1635070083409235, 14957
27, 1635070083425080, 15845
28, 1635070083440967, 15887
29, 1635070083456867, 15900
30, 1635070083475117, 18250
31, 1635070083489896, 14779
32, 1635070083504738, 14842
33, 1635070083519626, 14888
34, 1635070083534535, 14909
35, 1635070083549507, 14972
36, 1635070083564493, 14986
37, 1635070083579545, 15052
38, 1635070083594601, 15056
39, 1635070083609724, 15123
40, 1635070083628038, 18314
41, 1635070083642861, 14823
42, 1635070083657722, 14861
43, 1635070083672594, 14872
44, 1635070083688359, 15765
45, 1635070083704130, 15771
46, 1635070083719147, 15017
47, 1635070083734192, 15045
48, 1635070083749249, 15057
49, 1635070083764371, 15122
50, 1635070083783071, 18700
51, 1635070083798726, 15655
52, 1635070083813559, 14833
53, 1635070083828461, 14902
54, 1635070083843398, 14937
55, 1635070083858346, 14948
56, 1635070083873362, 15016
57, 1635070083888394, 15032
58, 1635070083901604, 13210
59, 1635070083917506, 15902
60, 1635070083936836, 19330
61, 1635070083950602, 13766
62, 1635070083966215, 15613
63, 1635070083981395, 15180
64, 1635070083996642, 15247
65, 1635070084011557, 14915
66, 1635070084026483, 14926
67, 1635070084041477, 14994
68, 1635070084056496, 15019
69, 1635070084071934, 15438
70, 1635070084087058, 15124
71, 1635070084105368, 18310
72, 1635070084120208, 14840
73, 1635070084135039, 14831
74, 1635070084149937, 14898
75, 1635070084164876, 14939
76, 1635070084179853, 14977
77, 1635070084195183, 15330
78, 1635070084210231, 15048
79, 1635070084225669, 15438
80, 1635070084240766, 15097
81, 1635070084259105, 18339
82, 1635070084274251, 15146
83, 1635070084289111, 14860
84, 1635070084303985, 14874
85, 1635070084318921, 14936
86, 1635070084333865, 14944
87, 1635070084348881, 15016
88, 1635070084363928, 15047
89, 1635070084378983, 15055
90, 1635070084394453, 15470
91, 1635070084412764, 18311
92, 1635070084427592, 14828
93, 1635070084442426, 14834
94, 1635070084457360, 14934
95, 1635070084472374, 15014
96, 1635070084498424, 26050
97, 1635070084513767, 15343
98, 1635070084529975, 16208
99, 1635070084545341, 15366
100, 1635070084561267, 15926
101, 1635070084580619, 19352
102, 1635070084596503, 15884
103, 1635070084612144, 15641
104, 1635070084626151, 14007
105, 1635070084640125, 13974
106, 1635070084653366, 13241
107, 1635070084668613, 15247
108, 1635070084683846, 15233
109, 1635070084699142, 15296
110, 1635070084714454, 15312
111, 1635070084730360, 15906
112, 1635070084749673, 19313
113, 1635070084762811, 13138
114, 1635070084777636, 14825
115, 1635070084793311, 15675
116, 1635070084809259, 15948
117, 1635070084825249, 15990
118, 1635070084841254, 16005
119, 1635070084856553, 15299
120, 1635070084871862, 15309
121, 1635070084887261, 15399
122, 1635070084903419, 16158
123, 1635070084922567, 19148
124, 1635070084938170, 15603
125, 1635070084953836, 15666
126, 1635070084969549, 15713
127, 1635070084984744, 15195
128, 1635070084998574, 13830
129, 1635070085011856, 13282
130, 1635070085025750, 13894
131, 1635070085039040, 13290
132, 1635070085052308, 13268
133, 1635070085065588, 13280
134, 1635070085079518, 13930
135, 1635070085095420, 15902
136, 1635070085115004, 19584
137, 1635070085128142, 13138
138, 1635070085143216, 15074
139, 1635070085157204, 13988
140, 1635070085171168, 13964
141, 1635070085185140, 13972
142, 1635070085198385, 13245
143, 1635070085212458, 14073
144, 1635070085225727, 13269
145, 1635070085242189, 16462
146, 1635070085257621, 15432
147, 1635070085271908, 14287
148, 1635070085287171, 15263
149, 1635070085302482, 15311
150, 1635070085318083, 15601
151, 1635070085334748, 16665
152, 1635070085348097, 13349
153, 1635070085364245, 16148
154, 1635070085377648, 13403
155, 1635070085393261, 15613
156, 1635070085409388, 16127
157, 1635070085422714, 13326
158, 1635070085438096, 15382
