46305	1
11250971	0
20801375	1
34468216	0
48102656	1
54284359	0
60404461	1
65875037	0
71294012	1
76480467	0
81631434	1
88698974	0
95568395	1
101629791	0
107717187	1
170391802	0
233060032	1
296173460	0
358911389	1
375505716	0
391487544	1
398117246	0
404409449	1
410431451	0
416422541	1
425884846	0
435044645	1
441464949	0
447670045	1
460029242	0
472375845	1
481671135	0
490894230	1
547068141	0
602793125	1
618668626	0
634424938	1
644223652	0
654023262	1
659329528	0
664587104	1
672549551	0
680543615	1
687193428	0
693807240	1
700104337	0
706324632	1
744945277	0
783566114	1
795976399	0
808369100	1
815913037	0
823079667	1
873233273	0
923664392	1
933013987	0
942255787	1
965583734	0
988528372	1
1013789277	0
1039007493	1
1053901266	0
1068732541	1
1075024646	0
1081508550	1
1088576872	0
1095550695	1
1102130602	0
1108823728	1
1114614010	0
1120351297	1
1137743342	0
1155104010	1
1169601962	0
1184123531	1
1189555801	0
1194828370	1
1200930070	0
1206997672	1
1214634908	0
1222242560	1
1255721120	0
1289191104	1
1303177840	0
1316832981	1
1325102942	0
1333297508	1
1344903288	0
1356359446	1
1362967962	0
1369246467	1
1377272420	0
1385571086	1
1511132388	0
1640801308	1
1660880650	0
1678843717	1
1929072164	0
2179609133	1
2188597610	0
