0, 1635069034873364, 1635069034873364
1, 1635069034889840, 16476
2, 1635069034902675, 12835
3, 1635069034915544, 12869
4, 1635069034928395, 12851
5, 1635069034941249, 12854
6, 1635069034954142, 12893
7, 1635069034967011, 12869
8, 1635069034979896, 12885
9, 1635069034992817, 12921
10, 1635069035005716, 12899
11, 1635069035018629, 12913
12, 1635069035031597, 12968
13, 1635069035044527, 12930
14, 1635069035057463, 12936
15, 1635069035070451, 12988
16, 1635069035083405, 12954
17, 1635069035096371, 12966
18, 1635069035112674, 16303
19, 1635069035125470, 12796
20, 1635069035138289, 12819
21, 1635069035151132, 12843
22, 1635069035163959, 12827
23, 1635069035176792, 12833
24, 1635069035189663, 12871
25, 1635069035202514, 12851
26, 1635069035215373, 12859
27, 1635069035228273, 12900
28, 1635069035241152, 12879
29, 1635069035254041, 12889
30, 1635069035266965, 12924
31, 1635069035279874, 12909
32, 1635069035292790, 12916
33, 1635069035305747, 12957
34, 1635069035318680, 12933
35, 1635069035331626, 12946
36, 1635069035344610, 12984
37, 1635069035357574, 12964
38, 1635069035373848, 16274
39, 1635069035386672, 12824
40, 1635069035399475, 12803
41, 1635069035412290, 12815
42, 1635069035425140, 12850
43, 1635069035437972, 12832
44, 1635069035450812, 12840
45, 1635069035463694, 12882
46, 1635069035476555, 12861
47, 1635069035489476, 12921
48, 1635069035502453, 12977
49, 1635069035515392, 12939
50, 1635069035528375, 12983
51, 1635069035541361, 12986
52, 1635069035554340, 12979
53, 1635069035567317, 12977
54, 1635069035580334, 13017
55, 1635069035593327, 12993
56, 1635069035606308, 12981
57, 1635069035619290, 12982
58, 1635069035635556, 16266
59, 1635069035648339, 12783
60, 1635069035661160, 12821
61, 1635069035673960, 12800
62, 1635069035686769, 12809
63, 1635069035699637, 12868
64, 1635069035712471, 12834
65, 1635069035725313, 12842
66, 1635069035738192, 12879
67, 1635069035751052, 12860
68, 1635069035763926, 12874
69, 1635069035776835, 12909
70, 1635069035789723, 12888
71, 1635069035802619, 12896
72, 1635069035815560, 12941
73, 1635069035828489, 12929
74, 1635069035841422, 12933
75, 1635069035854413, 12991
76, 1635069035867368, 12955
77, 1635069035880335, 12967
78, 1635069035896635, 16300
79, 1635069035909434, 12799
80, 1635069035922255, 12821
81, 1635069035935095, 12840
82, 1635069035947922, 12827
83, 1635069035960758, 12836
84, 1635069035973626, 12868
85, 1635069035986479, 12853
86, 1635069035999340, 12861
87, 1635069036012240, 12900
88, 1635069036025121, 12881
89, 1635069036038011, 12890
90, 1635069036050935, 12924
91, 1635069036063846, 12911
92, 1635069036076776, 12930
93, 1635069036089730, 12954
94, 1635069036102665, 12935
95, 1635069036115623, 12958
96, 1635069036132503, 16880
97, 1635069036150082, 17579
98, 1635069036164233, 14151
99, 1635069036178393, 14160
100, 1635069036192619, 14226
101, 1635069036206851, 14232
102, 1635069036221172, 14321
103, 1635069036235480, 14308
104, 1635069036249854, 14374
105, 1635069036264237, 14383
106, 1635069036278652, 14415
107, 1635069036296253, 17601
108, 1635069036310375, 14122
109, 1635069036324562, 14187
110, 1635069036338757, 14195
111, 1635069036353013, 14256
112, 1635069036367282, 14269
113, 1635069036381605, 14323
114, 1635069036395924, 14319
115, 1635069036410279, 14355
116, 1635069036424699, 14420
117, 1635069036442245, 17546
118, 1635069036456371, 14126
119, 1635069036470506, 14135
120, 1635069036484711, 14205
121, 1635069036498923, 14212
122, 1635069036513213, 14290
123, 1635069036527510, 14297
124, 1635069036541848, 14338
125, 1635069036556253, 14405
126, 1635069036570662, 14409
127, 1635069036588276, 17614
128, 1635069036602389, 14113
129, 1635069036616573, 14184
130, 1635069036630786, 14213
131, 1635069036645039, 14253
132, 1635069036659298, 14259
133, 1635069036673597, 14299
134, 1635069036687961, 14364
135, 1635069036702335, 14374
136, 1635069036716770, 14435
137, 1635069036734336, 17566
138, 1635069036748477, 14141
139, 1635069036762624, 14147
140, 1635069036776837, 14213
141, 1635069036791061, 14224
142, 1635069036805324, 14263
143, 1635069036819650, 14326
144, 1635069036833985, 14335
145, 1635069036850369, 16384
146, 1635069036864802, 14433
147, 1635069036882599, 17797
148, 1635069036896733, 14134
149, 1635069036910932, 14199
150, 1635069036925143, 14211
151, 1635069036939415, 14272
152, 1635069036953697, 14282
153, 1635069036968073, 14376
154, 1635069036982481, 14408
155, 1635069036996974, 14493
156, 1635069037011502, 14528
157, 1635069037029346, 17844
158, 1635069037043592, 14246
159, 1635069037057836, 14244
