0, 1635068876556249, 1635068876556249
1, 1635068876576247, 19998
2, 1635068876592251, 16004
3, 1635068876607068, 14817
4, 1635068876622060, 14992
5, 1635068876637152, 15092
6, 1635068876652288, 15136
7, 1635068876667459, 15171
8, 1635068876683786, 16327
9, 1635068876700265, 16479
10, 1635068876720864, 20599
11, 1635068876736929, 16065
12, 1635068876751800, 14871
13, 1635068876766772, 14972
14, 1635068876782793, 16021
15, 1635068876797931, 15138
16, 1635068876813124, 15193
17, 1635068876828378, 15254
18, 1635068876843673, 15295
19, 1635068876862216, 18543
20, 1635068876877290, 15074
21, 1635068876896553, 19263
22, 1635068876911459, 14906
23, 1635068876927456, 15997
24, 1635068876943674, 16218
25, 1635068876958854, 15180
26, 1635068876977172, 18318
27, 1635068876991977, 14805
28, 1635068877007018, 15041
29, 1635068877023102, 16084
30, 1635068877038318, 15216
31, 1635068877053467, 15149
32, 1635068877068832, 15365
33, 1635068877084207, 15375
34, 1635068877105985, 21778
35, 1635068877120895, 14910
36, 1635068877135848, 14953
37, 1635068877150902, 15054
38, 1635068877165938, 15036
39, 1635068877180989, 15051
40, 1635068877196155, 15166
41, 1635068877211422, 15267
42, 1635068877226733, 15311
43, 1635068877246176, 19443
44, 1635068877261220, 15044
45, 1635068877279261, 18041
46, 1635068877295164, 15903
47, 1635068877310146, 14982
48, 1635068877325228, 15082
49, 1635068877340360, 15132
50, 1635068877360064, 19704
51, 1635068877375850, 15786
52, 1635068877390836, 14986
53, 1635068877406878, 16042
54, 1635068877423123, 16245
55, 1635068877438461, 15338
56, 1635068877456959, 18498
57, 1635068877472047, 15088
58, 1635068877490353, 18306
59, 1635068877505224, 14871
60, 1635068877520195, 14971
61, 1635068877535206, 15011
62, 1635068877551311, 16105
63, 1635068877566496, 15185
64, 1635068877581785, 15289
65, 1635068877597047, 15262
66, 1635068877615600, 18553
67, 1635068877632829, 17229
68, 1635068877648554, 15725
69, 1635068877663455, 14901
70, 1635068877679438, 15983
71, 1635068877694510, 15072
72, 1635068877710702, 16192
73, 1635068877725936, 15234
74, 1635068877741248, 15312
75, 1635068877756659, 15411
76, 1635068877778347, 21688
77, 1635068877793166, 14819
78, 1635068877808969, 15803
79, 1635068877823961, 14992
80, 1635068877838991, 15030
81, 1635068877855156, 16165
82, 1635068877870355, 15199
83, 1635068877885578, 15223
84, 1635068877903085, 17507
85, 1635068877918065, 14980
86, 1635068877934142, 16077
87, 1635068877952238, 18096
88, 1635068877967141, 14903
89, 1635068877982054, 14913
90, 1635068877998157, 16103
91, 1635068878013258, 15101
92, 1635068878029600, 16342
93, 1635068878047973, 18373
94, 1635068878067471, 19498
95, 1635068878094808, 27337
96, 1635068878110077, 15269
97, 1635068878131937, 21860
98, 1635068878147990, 16053
99, 1635068878163886, 15896
100, 1635068878179943, 16057
101, 1635068878195094, 15151
102, 1635068878210384, 15290
103, 1635068878225682, 15298
104, 1635068878245475, 19793
105, 1635068878260399, 14924
106, 1635068878276430, 16031
107, 1635068878291545, 15115
108, 1635068878306912, 15367
109, 1635068878323335, 16423
110, 1635068878338767, 15432
111, 1635068878360711, 21944
112, 1635068878376548, 15837
113, 1635068878392518, 15970
114, 1635068878407651, 15133
115, 1635068878422720, 15069
116, 1635068878437990, 15270
117, 1635068878453241, 15251
118, 1635068878471810, 18569
119, 1635068878486746, 14936
120, 1635068878501984, 15238
121, 1635068878518198, 16214
122, 1635068878535094, 16896
123, 1635068878551604, 16510
124, 1635068878570435, 18831
125, 1635068878588992, 18557
126, 1635068878602936, 13944
127, 1635068878617932, 14996
128, 1635068878632990, 15058
129, 1635068878648152, 15162
130, 1635068878662399, 14247
131, 1635068878677656, 15257
132, 1635068878694187, 16531
133, 1635068878709458, 15271
134, 1635068878723540, 14082
135, 1635068878737698, 14158
136, 1635068878751872, 14174
137, 1635068878766086, 14214
138, 1635068878780384, 14298
139, 1635068878794721, 14337
140, 1635068878809101, 14380
141, 1635068878823552, 14451
142, 1635068878840160, 16608
143, 1635068878856367, 16207
144, 1635068878873613, 17246
145, 1635068878890887, 17274
146, 1635068878903552, 12665
147, 1635068878916206, 12654
148, 1635068878928805, 12599
149, 1635068878942874, 14069
150, 1635068878957012, 14138
151, 1635068878971169, 14157
152, 1635068878986086, 14917
153, 1635068879000051, 13965
